Date, Open, High, Low, Close, Volume
03/26/18,25.5,26,24.75,25.5,5700
03/23/18,25,25.25,25,25,3600
03/22/18,25,25.25,25,25,2200
03/21/18,25,26,25,25,20300
03/20/18,26,26,26,26,5300
03/19/18,25.5,25.5,25.5,25.5,1000
03/16/18,25.25,25.25,25.25,25.25,20000
03/15/18,25,25.5,25,25,2200
03/14/18,24.5,25,24.5,24.5,3400
03/13/18,25,25.5,25,25,8200
03/12/2018,24.5,25.5,24.5,24.5,5600
03/09/2018,25,25.75,24.5,25,9400
03/08/2018,25.5,26.25,25.5,25.5,20200
03/07/2018,26,26.25,26,26,5000
03/06/2018,26,26.25,25.5,26,900
03/05/2018,25,27,25,25,61100
03/02/2018,27,27.25,26.5,27,2600
03/01/2018,27,27,27,27,10300
02/28/18,26.75,27,26,26.75,22900
02/27/18,26.25,26.5,26,26.25,14800
02/26/18,26.25,27,25,26.25,1900
02/23/18,26.25,27.25,25.5,26.25,5600
02/22/18,25.75,26,25.5,25.75,3500
02/21/18,25.5,25.5,25.5,25.5,1100
02/20/18,26.5,27,25.5,26.5,2100
02/19/18,26.5,27,25,26.5,4700
02/16/18,26.25,26.5,25,26.25,6400
02/15/18,25,26.5,24.5,25,4800
02/14/18,24.5,26.25,24.5,24.5,15700
02/13/18,26.75,27,26.25,26.75,2600
02/12/2018,26.25,26.25,26.25,26.25,2100
02/09/2018,26.25,27,26,26.25,1400
02/08/2018,26.5,26.5,26.5,26.5,300
02/07/2018,25,26.5,25,25,13400
02/06/2018,26,26.5,26,26,15100
02/05/2018,26,26.75,26,26,4700
02/02/2018,26.5,26.75,25.75,26.5,2200
02/01/2018,26.25,26.5,25.25,26.25,5300
01/31/18,26,26,26,26,48000
01/30/18,26,26.5,26,26,3800
01/29/18,26.25,26.75,26.25,26.25,3400
01/26/18,26.25,27,25.5,26.25,18700
01/25/18,25.5,26,25.5,25.5,24100
01/24/18,25.5,26.5,25.25,25.5,1600
01/23/18,25.25,26.5,25,25.25,22600
01/22/18,25,26.5,25,25,27100
01/19/18,26.75,27,26.5,26.75,4200
01/18/18,27.25,27.75,27,27.25,8100
01/16/18,26,27,25.75,26,4100
01/15/18,25.5,26.5,25.5,25.5,4300
01/12/2018,25.25,26,25,25.25,2800
01/11/2018,27,27.75,25.25,27,3000
01/10/2018,27.75,28,27.25,27.75,11500
01/09/2018,28,29.5,27,28,18000
01/08/2018,27,27.75,27,27,1600
01/05/2018,26,26,26,26,200
01/04/2018,26.75,27,25.75,26.75,10500
01/03/2018,25,26.75,25,25,1300
01/02/2018,27,27.5,27,27,300
12/29/17,29.5,30,29.5,29.5,2600
12/28/17,31.25,32,30,31.25,700
12/22/17,29.25,30,29,29.25,1600
12/21/17,27.75,31,26.25,27.75,700
12/20/17,28.25,31,26,28.25,5100
12/19/17,28.5,30,28,28.5,2900
12/18/17,28,28,28,28,2400
12/15/17,27,27,27,27,2800
12/14/17,26,27,26,26,104600
12/13/17,27,27,27,27,100
12/11/2017,25.75,27,24.75,25.75,98500
12/08/2017,25.75,26.25,25,25.75,6400
12/07/2017,26.25,26.5,25.25,26.25,5200
12/06/2017,25.75,26,24.5,25.75,152000
12/05/2017,25.5,26.25,24,25.5,39900
12/04/2017,25.75,26.25,25,25.75,300
12/01/2017,26.25,26.25,26.25,26.25,2400
11/30/17,24.5,26,24.5,24.5,27500
11/29/17,26.25,26.25,26.25,26.25,200
11/27/17,26,26.25,25.25,26,3100
11/22/17,26.5,26.75,25.25,26.5,1300
11/21/17,27,27,27,27,11200
11/20/17,26.75,27,24.5,26.75,34000
11/17/17,25,26.5,24,25,5500
11/16/17,25.5,25.5,25.5,25.5,1300
11/15/17,25.5,26,25,25.5,3300
11/14/17,26,27,26,26,100600
11/13/17,26.25,26.5,26,26.25,4200
11/10/2017,26.5,27,26,26.5,200
11/08/2017,26,27.5,26,26,1022100
11/07/2017,27.75,28.5,26.75,27.75,1500
11/06/2017,26.75,26.75,26.75,26.75,4400
11/03/2017,26.75,27,26,26.75,133100
11/02/2017,26,27,26,26,2100
10/31/17,26.75,27,26.75,26.75,1500
10/30/17,26,26,26,26,6400
10/27/17,26,26,26,26,1600
10/24/17,26,26,26,26,200
10/23/17,25,25,25,25,1200
10/19/17,26,26,26,26,400
10/18/17,27.25,27.5,26.5,27.25,54900
10/17/17,25.5,25.5,25.5,25.5,400
10/16/17,26,26,26,26,2100
10/13/17,26.25,26.5,26.25,26.25,16900
10/12/2017,26.5,26.5,26.5,26.5,100
10/11/2017,25,25,25,25,3700
10/10/2017,26.75,27.5,25,26.75,13700
10/09/2017,26.75,26.75,26.75,26.75,200
10/06/2017,25,25,25,25,400
10/05/2017,25,25,25,25,100
10/04/2017,24,26.25,24,24,3200
10/03/2017,26.25,26.25,26.25,26.25,1100
10/02/2017,24.25,25,24,24.25,5800
09/29/17,26.5,26.5,26.5,26.5,2900
09/28/17,25.25,26,24.25,25.25,600
09/27/17,26,26.5,26,26,1500
09/26/17,26.5,26.5,26.5,26.5,300
09/25/17,25.5,26.5,25.5,25.5,4600
09/22/17,26.25,26.5,26.25,26.25,600
09/21/17,25.5,26.25,24.5,25.5,9200
09/20/17,25.75,26.5,25,25.75,3100
09/19/17,26.5,26.75,26,26.5,12400
09/18/17,26.25,26.5,25.25,26.25,2400
09/15/17,26.5,26.75,26.5,26.5,5000
09/14/17,26.25,26.5,26,26.25,500
09/13/17,26.5,26.75,25.25,26.5,15900
09/12/2017,26.5,26.75,26,26.5,5300
09/11/2017,26.5,26.75,26.5,26.5,200
09/08/2017,25.25,25.25,25.25,25.25,100
09/07/2017,23,23.25,23,23,5200
09/06/2017,23,24,23,23,1200
09/05/2017,23.25,24,23.25,23.25,1500
09/04/2017,24.25,26.5,22.5,24.25,800
09/01/2017,25,26.75,24.5,25,6600
08/31/17,26.75,27,26,26.75,11000
08/30/17,27,27,27,27,200
08/29/17,26.5,27,26.25,26.5,500
08/28/17,27,27,27,27,100
08/25/17,26.5,27,26.25,26.5,600
08/24/17,26.75,26.75,26.75,26.75,100
08/23/17,25.75,26.75,25.75,25.75,1100
08/22/17,25.75,26,25.75,25.75,900
08/21/17,26.75,27,25.75,26.75,10600
08/18/17,26,27,25.25,26,3000
08/17/17,26.5,27,25,26.5,30700
08/16/17,25.5,26.5,25,25.5,17500
08/15/17,25.75,26.5,25,25.75,5600
08/14/17,24.5,24.5,24.5,24.5,1700
08/11/2017,26,26.5,24.5,26,1600
08/10/2017,27,27,27,27,100
08/09/2017,26.5,27,25,26.5,600
08/07/2017,27,27,27,27,100
08/04/2017,25.25,25.25,25.25,25.25,100
08/03/2017,25.25,25.5,24.5,25.25,27100
08/02/2017,25,26.75,25,25,4900
08/01/2017,24.5,27,24.5,24.5,20800
07/31/17,25.25,25.25,25.25,25.25,8500
07/28/17,27,27.5,26.5,27,900
07/27/17,27,27,26,27,25100
07/26/17,25.25,25.25,25.25,25.25,11900
07/25/17,26,26.75,25,26,107000
07/24/17,25.5,25.75,25,25.5,18800
07/21/17,25,26,25,25,6900
07/20/17,25.75,25.75,25.75,25.75,400
07/19/17,25.5,26.5,25.5,25.5,1700
07/18/17,26.25,26.5,25.5,26.25,400
07/17/17,25,25.5,25,25,10500
07/14/17,26.5,26.5,26.5,26.5,100
07/13/17,25.5,26.5,25.25,25.5,400
07/12/2017,25.25,26.75,25,25.25,2900
07/11/2017,24.75,25,24.25,24.75,8700
07/10/2017,25,27,24,25,10600
07/07/2017,26.5,27,25,26.5,1100
07/06/2017,25.5,27,25,25.5,10100
07/05/2017,25.25,26,25,25.25,28500
07/04/2017,25.5,27.25,25.5,25.5,3000
07/03/2017,26.5,27.25,25.5,26.5,1200
06/30/17,26.5,27.5,26.5,26.5,3000
06/29/17,26.5,27.5,26.5,26.5,1200
06/28/17,26.5,27.25,26.5,26.5,6100
06/27/17,26.5,27.5,26.5,26.5,3300
06/23/17,27.5,27.5,27.5,27.5,900
06/22/17,26.5,27.25,26.5,26.5,2200
06/21/17,26.25,26.5,25,26.25,2700
06/20/17,26.5,27.5,24.75,26.5,6300
06/19/17,25.75,26.5,25.75,25.75,5200
06/16/17,25.75,26.5,25.75,25.75,1600
06/15/17,26,27,25.75,26,4900
06/14/17,26,26.5,25.75,26,3400
06/13/17,25.5,26.5,25.5,25.5,6700
06/12/2017,26.5,26.5,26.5,26.5,500
06/09/2017,26,26.5,26,26,2400
06/08/2017,26.25,26.5,25.75,26.25,700
06/07/2017,25.5,25.75,25.5,25.5,500
06/06/2017,25.75,27,25.5,25.75,800
06/05/2017,27.25,27.75,25.5,27.25,11000
06/02/2017,27.25,27.5,25.5,27.25,78000
05/31/17,25.5,25.5,25.5,25.5,16000
05/30/17,25.5,26,25.5,25.5,13800
05/29/17,28,28,26.25,28,125800
05/26/17,27.5,28,26.5,27.5,32300
05/25/17,27.5,27.75,27,27.5,12600
05/24/17,27.75,27.75,27.75,27.75,100
05/23/17,26.75,27.5,25.25,26.75,32700
05/22/17,25.75,27.5,25.25,25.75,3700
05/19/17,26.25,27.25,25,26.25,3700
05/18/17,25,25,25,25,2200
05/17/17,25.25,27.5,25,25.25,10500
05/16/17,25.25,27,25,25.25,13500
05/15/17,25.75,26,25.25,25.75,35900
05/12/2017,27.25,27.5,25.25,27.25,51800
05/11/2017,25.5,26.75,25.5,25.5,8300
05/10/2017,25.5,26,25.5,25.5,2000
05/09/2017,26,26.75,26,26,8100
05/08/2017,26.75,27.5,26,26.75,2800
05/05/2017,26,27.5,26,26,7500
05/04/2017,27.25,27.75,26,27.25,700
05/03/2017,26.75,27.75,26,26.75,8000
05/02/2017,27.25,27.75,25.75,27.25,43200
04/28/17,27,28,25.75,27,1600
04/27/17,27,27.75,25.75,27,17700
04/26/17,27.5,27.75,25,27.5,2100
04/25/17,26.75,27.75,24.75,26.75,30900
04/21/17,27,28,25.25,27,9100
04/20/17,28,28,28,28,24300
04/19/17,26,26.25,24.25,26,10100
04/18/17,24,26.5,24,24,7300
04/13/17,24.5,24.5,24.5,24.5,100
04/12/2017,26.5,27,26.5,26.5,3400
04/11/2017,27.75,28,24.5,27.75,2130200
04/10/2017,25.5,26,24,25.5,276600
04/07/2017,24.25,25.5,24,24.25,20300
04/06/2017,24.25,25.5,24,24.25,1700
04/05/2017,26,26,25.75,26,5800
04/04/2017,25.5,26,23.75,25.5,18500
04/03/2017,25.75,26.5,23.75,25.75,4300
03/31/17,26,26.5,25,26,96800
03/30/17,24.25,24.25,24.25,24.25,17200
03/29/17,24.25,26,24,24.25,2100
03/28/17,23.75,24,23,23.75,31200
03/27/17,22.75,23,22.5,22.75,9500
03/24/17,22.5,24,22.5,22.5,12200
03/23/17,23.5,23.75,22.5,23.5,47400
03/22/17,21.75,22,21.75,21.75,1300
03/21/17,22,22.5,20,22,4200
03/20/17,21.75,22,21.75,21.75,400
03/17/17,21.75,22,20.75,21.75,78700
03/16/17,21.5,22,20.75,21.5,12700
03/15/17,21.25,22,21,21.25,12100
03/14/17,21.25,22,20,21.25,207500
03/13/17,20.75,20.75,19.6,20.75,110000
03/10/2017,20.25,20.5,20.25,20.25,400
03/09/2017,20.75,21,20.5,20.75,32800
03/08/2017,20.25,20.25,20.25,20.25,7000
03/07/2017,20.75,21.25,20,20.75,31600
03/06/2017,20.25,20.75,20.25,20.25,30100
03/02/2017,19,19,19,19,10000
03/01/2017,18.6,18.6,18.6,18.6,200
02/28/17,20,20,20,20,300
02/27/17,20.5,21.25,20,20.5,2200
02/24/17,20.75,21,20.5,20.75,6800
02/23/17,20.5,21.75,20.25,20.5,1000
02/22/17,20.75,22,20.75,20.75,100200
02/21/17,21,21.25,18.6,21,54100
02/20/17,19.85,20.5,18.6,19.85,3400
02/17/17,18.65,20,18.5,18.65,9000
02/16/17,20,20.5,20,20,77400
02/15/17,19.9,20.25,19,19.9,66700
02/14/17,19.35,19.6,19,19.35,40200
02/13/17,20,20.25,20,20,2700
02/10/2017,19.95,20.25,19.5,19.95,51800
02/09/2017,20,20,18.5,20,274800
02/08/2017,18.5,19.4,17.6,18.5,317700
02/07/2017,17.8,18.5,17.65,17.8,4500
02/06/2017,17.8,18.1,17.6,17.8,500
02/03/2017,19.2,19.2,19.2,19.2,1000
02/02/2017,19,19,19,19,200
02/01/2017,18.65,19,18.5,18.65,300
01/31/17,18,18,18,18,1300
01/30/17,17.6,17.85,17.6,17.6,19400
01/27/17,17.6,18,17.6,17.6,9600
01/26/17,17.5,17.6,17.5,17.5,93300
01/25/17,17.6,18,17.5,17.6,2300
01/24/17,17.55,19.1,17.5,17.55,12600
01/23/17,17.45,19.4,17,17.45,500
01/20/17,17.7,18.2,17.5,17.7,1500
01/18/17,18.2,18.2,18.2,18.2,800
01/17/17,17.5,17.55,17.5,17.5,2500
01/16/17,18.2,19.4,18,18.2,600
01/13/17,18.25,19.5,17.9,18.25,1400
01/12/2017,20,20,20,20,1100
01/11/2017,19.45,19.5,19,19.45,7600
01/10/2017,19.85,20.75,19.5,19.85,4300
01/09/2017,20.25,20.75,20,20.25,1100
01/06/2017,20.75,21,19.5,20.75,69900
01/05/2017,20.25,21,20,20.25,1000
01/04/2017,19.85,21,19.5,19.85,3400
01/03/2017,19.9,21,19.2,19.9,4900
12/30/16,19.2,21.75,19,19.2,19800
12/29/16,20.5,21,19.3,20.5,14100
12/28/16,19.4,20,18.5,19.4,1600
12/23/16,18.4,18.4,18.4,18.4,5900
12/22/16,18.45,19.6,18.1,18.45,400
12/21/16,17.95,18.05,17.9,17.95,2800
12/20/16,17.85,17.95,17.6,17.85,5200
12/19/16,17.15,17.95,16.9,17.15,6700
12/16/16,17.95,18.1,17.85,17.95,5500
12/15/16,18.7,19.8,18.05,18.7,2600
12/14/16,19.4,19.8,18.05,19.4,7000
12/13/16,18.15,19.8,18.05,18.15,9300
12/09/2016,18,18.1,18,18,1000
12/08/2016,18.05,18.1,18.05,18.05,800
12/07/2016,18,18,18,18,3000
12/06/2016,18.1,19.6,18,18.1,4200
12/05/2016,18.9,19,18,18.9,10700
12/02/2016,19.75,19.8,19.6,19.75,1200
12/01/2016,19.6,19.9,18.5,19.6,20600
11/30/16,18.9,20,18.5,18.9,700
11/29/16,19.65,19.9,19.5,19.65,16700
11/28/16,18.1,18.2,17.75,18.1,700
11/25/16,18.2,18.2,18.2,18.2,600
11/24/16,18.9,20,18.75,18.9,2500
11/23/16,18.75,20,18.75,18.75,19300
11/22/16,19.05,19.35,19,19.05,1300
11/18/16,19.7,20,19,19.7,8200
11/17/16,20,20.25,18.75,20,16100
11/16/16,18.75,19,18.5,18.75,6400
11/15/16,18.6,19.5,18.55,18.6,1100
11/14/16,19.3,20.25,18.45,19.3,18400
11/11/2016,20.25,20.5,18.9,20.25,3600
11/10/2016,19.5,20,19.5,19.5,6300
11/09/2016,18.8,18.85,18.8,18.8,1600
11/08/2016,19.6,20,19.5,19.6,3600
11/07/2016,20,20.25,20,20,1300
11/04/2016,19.7,20.25,19.6,19.7,7600
11/03/2016,20,20,20,20,100
11/02/2016,19.6,20,19,19.6,2700
11/01/2016,19.75,20,19,19.75,15100
10/31/16,19.15,19.75,19,19.15,1300
10/28/16,18.9,20.25,18.5,18.9,33200
10/27/16,18.8,18.8,18.8,18.8,100
10/26/16,18.8,18.8,18.8,18.8,100
10/25/16,18.45,19.95,18,18.45,29800
10/24/16,18.15,19,18,18.15,16200
10/21/16,18.5,20.25,18.5,18.5,21000
10/19/16,19.35,19.7,18.5,19.35,10100
10/18/16,17.95,18,17.6,17.95,95500
10/17/16,18.1,18.35,18.1,18.1,4300
10/14/16,18.6,19.3,18,18.6,1900
10/13/16,17.55,17.6,17.55,17.55,12900
10/12/2016,17.55,17.65,17.55,17.55,7300
10/11/2016,17.9,18,17.9,17.9,9300
10/10/2016,17.95,18,17.9,17.95,39400
10/07/2016,18,18,18,18,1500
10/06/2016,18,18.5,17.8,18,259500
10/05/2016,18.1,18.5,18,18.1,400
10/04/2016,18.45,18.9,18.45,18.45,26500
10/03/2016,18.45,18.7,17.7,18.45,53400
09/30/16,18.05,18.7,17.65,18.05,400
09/28/16,18.35,19,17.5,18.35,5300
09/27/16,18.7,19,17.5,18.7,15400
09/26/16,18,18.3,16.85,18,77300
09/23/16,17.9,17.9,17.9,17.9,100
09/22/16,16.7,18,16.5,16.7,7500
09/21/16,16.7,18,16.5,16.7,2500
09/20/16,17.65,17.9,16.3,17.65,11000
09/19/16,18.1,18.65,16,18.1,26600
09/16/16,17.3,18.55,16.7,17.3,18400
09/15/16,18.2,18.5,18.1,18.2,2700
09/14/16,18.55,18.75,18.5,18.55,3600
09/13/16,18.65,18.75,18.5,18.65,7600
09/09/2016,18.05,18.05,18.05,18.05,1000
09/08/2016,18.05,18.1,18.05,18.05,1800
09/07/2016,18.05,18.1,18.05,18.05,1100
09/06/2016,18.1,18.1,18.1,18.1,600
09/05/2016,18.3,18.95,18.05,18.3,9800
09/02/2016,18.95,19,18.3,18.95,22900
09/01/2016,18.35,20,18.1,18.35,2400
08/31/16,18.55,20,18.2,18.55,12500
08/30/16,18.5,18.8,18.05,18.5,5600
08/29/16,18.8,18.8,18.8,18.8,100
08/25/16,19,19,19,19,1700
08/24/16,20,20,20,20,200
08/23/16,18.95,19,18.8,18.95,2000
08/22/16,19.5,19.5,19.5,19.5,100
08/19/16,19,19.05,18.8,19,14000
08/18/16,19,19.1,18.85,19,10700
08/17/16,20.5,20.5,20.5,20.5,700
08/16/16,19.15,20.5,18.8,19.15,7700
08/15/16,19.05,19.05,19.05,19.05,400
08/12/2016,19.5,19.5,19.5,19.5,2000
08/11/2016,19.05,19.1,19,19.05,400
08/10/2016,19.15,20,18.6,19.15,8100
08/09/2016,19.05,20.25,18.65,19.05,2500
08/08/2016,18.55,19,18.55,18.55,3300
08/05/2016,19,19.1,19,19,700
08/03/2016,19.1,19.15,19.05,19.1,7300
08/02/2016,19.05,19.1,19.05,19.05,600
07/29/16,20,20.5,19.1,20,3000
07/28/16,20.5,20.75,20.5,20.5,400
07/27/16,19.1,20.75,19,19.1,6700
07/26/16,20.5,20.5,20.5,20.5,500
07/25/16,20.75,21.25,20,20.75,66600
07/21/16,21,21,21,21,2400
07/20/16,20.75,21,20.75,20.75,3300
07/19/16,22,22,22,22,900
07/18/16,21,22.5,21,21,508200
07/15/16,22,22,22,22,3300
07/14/16,22,22,21.75,22,8700
07/13/16,21.5,21.75,21.25,21.5,3400
07/12/2016,21.5,21.75,21,21.5,262200
07/11/2016,21,21.75,21,21,5600
07/08/2016,21.25,21.5,21,21.25,9600
07/06/2016,20.5,21,20.5,20.5,6200
07/05/2016,20.75,21.5,20,20.75,3100
07/04/2016,20,20,20,20,100
07/01/2016,21.5,21.75,19.15,21.5,9600
06/30/16,20,20.5,20,20,1100
06/29/16,20.5,20.5,20.5,20.5,6400
06/28/16,20.5,21.75,20.5,20.5,900
06/27/16,21.75,21.75,21.75,21.75,411300
06/24/16,21.75,22,21.75,21.75,15100
06/23/16,22,22.5,21.75,22,10000
06/22/16,21.75,22,21.5,21.75,19100
06/21/16,21.75,22,21.5,21.75,56700
06/20/16,21.75,21.75,21.75,21.75,2200
06/17/16,21.5,21.75,21.5,21.5,9600
06/16/16,21.5,21.75,20.75,21.5,7100
06/15/16,20.5,21,20.5,20.5,16900
06/14/16,20.5,20.75,20.5,20.5,6700
06/13/16,20.5,20.5,20.5,20.5,1000
06/10/2016,20.75,21,20,20.75,34600
06/09/2016,21,21.75,19.75,21,564400
06/08/2016,20.75,21,19.75,20.75,101500
06/07/2016,19.75,19.75,19.75,19.75,1400
06/06/2016,19.65,19.75,19,19.65,1645000
06/03/2016,18.85,19,18.55,18.85,9300
06/02/2016,18.65,18.85,18.55,18.65,2200
05/31/16,18.85,19,18.5,18.85,10100
05/30/16,18.85,19,18.5,18.85,15100
05/27/16,18.4,18.75,18.4,18.4,15100
05/26/16,17.9,18.5,17.05,17.9,2300
05/25/16,18.3,18.55,17.8,18.3,7400
05/24/16,18.5,18.55,18.3,18.5,119000
05/19/16,18.3,18.3,18.3,18.3,4600
05/18/16,18.25,18.5,18.15,18.25,7500
05/17/16,18.15,18.15,18.15,18.15,19000
05/16/16,18.15,18.3,18.1,18.15,36400
05/13/16,18.25,18.5,18.05,18.25,2300
05/12/2016,18.05,18.1,18.05,18.05,3300
05/11/2016,18,18,18,18,2000
05/10/2016,18.3,18.5,18,18.3,2800
05/09/2016,17.6,17.6,17.6,17.6,2300
05/06/2016,17.5,18,17.5,17.5,8200
05/05/2016,18.5,18.5,18.5,18.5,300
05/04/2016,17.65,18.5,17.55,17.65,4300
05/03/2016,18.55,18.6,18.45,18.55,1700
04/29/16,18.45,18.8,17.5,18.45,5100
04/28/16,17.2,18.3,17,17.2,2500
04/27/16,18.3,18.3,18,18.3,500500
04/26/16,18.5,18.6,18.5,18.5,16000
04/25/16,18.6,18.65,18.5,18.6,3400
04/22/16,18.6,18.65,18.55,18.6,47400
04/21/16,18.55,18.9,18.55,18.55,1300
04/20/16,18.6,18.7,18.5,18.6,2400
04/19/16,18.5,18.9,18.5,18.5,2400
04/18/16,18.5,18.65,18.5,18.5,3200
04/15/16,18.7,18.9,18.5,18.7,3200
04/14/16,18.9,18.9,18.9,18.9,5800
04/13/16,18.55,18.9,18.5,18.55,6900
04/12/2016,18.55,18.55,18.55,18.55,200
04/11/2016,18.85,18.9,18.55,18.85,3200
04/08/2016,19.35,20,18.9,19.35,14300
04/07/2016,20,20.5,19,20,18000
04/06/2016,19.85,20.5,19,19.85,1400
04/05/2016,19,19,19,19,5100
04/04/2016,19.15,19.2,19,19.15,6200
04/01/2016,19,20,19,19,5500
03/31/16,19.2,20,18.8,19.2,7600
03/30/16,20,20.5,20,20,26500
03/29/16,20,20.75,19.1,20,4400
03/24/16,19.55,20.5,19.35,19.55,11700
03/23/16,19.35,19.8,19.35,19.35,7300
03/22/16,19.35,19.5,19.3,19.35,5500
03/21/16,19.8,20,19.05,19.8,21200
03/18/16,19.3,19.7,18.8,19.3,2900
03/17/16,19.65,20,19.5,19.65,6800
03/16/16,20.25,21,18.7,20.25,24400
03/15/16,20.5,21,20,20.5,200
03/14/16,21.75,22,18.7,21.75,525700
03/11/2016,20,21.25,19,20,27200
03/10/2016,20,21,19,20,88700
03/09/2016,19.5,20,18.65,19.5,14200
03/08/2016,19.25,19.5,18.6,19.25,2000
03/07/2016,19.15,20.75,18.55,19.15,1100
03/04/2016,20,20,20,20,1000
03/03/2016,19.75,20,18.65,19.75,20500
03/02/2016,19.35,19.5,18.55,19.35,5100
03/01/2016,19.3,20,18.5,19.3,21200
02/29/16,18.3,20,18,18.3,16500
02/26/16,19.3,20,19.15,19.3,18300
02/25/16,19.8,21,19.15,19.8,10500
02/24/16,21.25,21.75,18.45,21.25,70200
02/23/16,20.5,21.5,19.85,20.5,5700
02/22/16,19.8,21,17.8,19.8,235700
02/19/16,19.5,20,19.05,19.5,307000
02/18/16,19.45,19.75,19,19.45,70400
02/17/16,19.5,19.75,19.5,19.5,10100
02/16/16,19.75,19.75,19.5,19.75,58400
02/15/16,19.5,20,19.5,19.5,1449100
02/12/2016,20,20,19.95,20,67400
02/11/2016,19.95,20,19.8,19.95,6900
02/10/2016,20,20.5,20,20,20200
02/09/2016,19.95,20,19.8,19.95,7000
02/08/2016,19.65,20,19.5,19.65,2000
02/05/2016,20,20,20,20,3500
02/04/2016,18.3,20,18.1,18.3,2200
02/03/2016,19.6,20,19.05,19.6,3600
02/02/2016,20,21,20,20,4000
02/01/2016,20.25,20.5,20,20.25,3700
01/29/16,21,22,21,21,1300
01/28/16,22.5,23,20.5,22.5,63000
01/27/16,22.75,23.25,21,22.75,43600
01/26/16,22.75,23,20,22.75,93000
01/25/16,21.25,22,21,21.25,188000
01/22/16,20.5,22,19.75,20.5,35400
01/21/16,20.25,21,19,20.25,22000
01/20/16,19.7,20,18,19.7,83000
01/19/16,18.85,19.1,18,18.85,6600
01/18/16,17.9,19.1,17.3,17.9,3500
01/15/16,17.45,17.8,17.45,17.45,72700
01/14/16,17.45,17.5,17.45,17.45,1100
01/13/16,17.45,17.5,17.2,17.45,11000
01/12/2016,17.45,17.85,17.45,17.45,3600
01/11/2016,17.2,17.5,17.05,17.2,5700
01/08/2016,17.85,17.9,17.5,17.85,25400
01/07/2016,18.75,18.75,18.75,18.75,1000
01/06/2016,17.05,18,16.8,17.05,8500
01/05/2016,17.95,20,17.6,17.95,6700
01/04/2016,19.5,19.5,19.5,19.5,700
12/30/15,19.55,20.5,18.5,19.55,2100
12/29/15,20.5,21,20.25,20.5,2100
12/28/15,20.5,22,20,20.5,2700
12/24/15,21.5,22.5,20.25,21.5,19000
12/23/15,20.5,22.5,20.5,20.5,44000
12/22/15,21,22.75,20.5,21,34900
12/21/15,22.5,22.75,21.5,22.5,883300
12/18/15,20.75,21,20.75,20.75,11700
12/17/15,20.75,22.25,20.5,20.75,62200
12/16/15,20.25,20.75,20,20.25,173100
12/15/15,19.05,19.9,18.45,19.05,7900
12/14/15,18.85,19.5,18,18.85,14000
12/11/2015,18.9,20,17.9,18.9,2400
12/10/2015,18.95,19,18.05,18.95,58500
12/09/2015,18.85,19,17.55,18.85,139800
12/08/2015,18.85,19,18,18.85,3400
12/07/2015,17.9,18,17.8,17.9,4900
12/04/2015,17.5,17.5,17.5,17.5,100
12/03/2015,17.9,17.95,17.9,17.9,1000
12/02/2015,17.95,18,17.7,17.95,10300
12/01/2015,16.9,17.5,16.7,16.9,2000
11/30/15,18.55,19,18,18.55,7500
11/27/15,18,18,18,18,2900
11/25/15,18,18,18,18,2100
11/24/15,18,18,17.7,18,269800
11/23/15,17.95,18,16.5,17.95,49200
11/20/15,18,18,18,18,400
11/19/15,18,18,18,18,6800
11/18/15,17.65,18,17.5,17.65,5100
11/17/15,18.4,18.5,17.5,18.4,71500
11/16/15,18,18,17.5,18,73000
11/13/15,17.95,18,17.5,17.95,29800
11/12/2015,17.4,17.5,16.7,17.4,59800
11/11/2015,16.7,16.75,16.5,16.7,52000
11/10/2015,16.2,16.2,16.2,16.2,300
11/09/2015,15.65,16.2,15.5,15.65,400
11/06/2015,16.15,16.6,16,16.15,13400
11/05/2015,16,16.6,16,16,3000
11/04/2015,16,16,16,16,1000
11/03/2015,16,16,16,16,2000
11/02/2015,16.4,16.5,15.5,16.4,7200
10/30/15,15.65,16.45,15,15.65,6200
10/29/15,15.8,16.45,15.1,15.8,11900
10/28/15,16.45,16.5,16.1,16.45,3300
10/27/15,16.45,16.5,16,16.45,7300
10/26/15,16.45,16.45,16.45,16.45,1300
10/23/15,16.85,17,16.5,16.85,33300
10/22/15,16.45,16.5,16.15,16.45,11000
10/21/15,16.15,16.15,16.15,16.15,400
10/19/15,16.15,16.15,16.15,16.15,300
10/16/15,16.45,16.5,16.2,16.45,11100
10/15/15,16.25,16.95,16.25,16.25,31500
10/14/15,16.2,16.25,16.15,16.2,23200
10/13/15,16.8,17.5,16.15,16.8,1500
10/12/2015,16.95,17.7,16.15,16.95,15600
10/09/2015,16.1,17,16,16.1,184100
10/08/2015,16,16.1,16,16,2700
10/07/2015,16,16.45,16,16,597000
10/05/2015,15,16,14.9,15,3600
10/02/2015,16.25,16.5,16,16.25,7900
10/01/2015,15.5,16,15.3,15.5,427700
09/29/15,16.35,16.5,15.05,16.35,32200
09/28/15,15.85,16,15,15.85,19000
09/25/15,15.95,16,15.95,15.95,600
09/24/15,15.95,15.95,15.95,15.95,400
09/23/15,15.75,16.5,15.5,15.75,10600
09/22/15,15.95,16.5,15.1,15.95,52400
09/21/15,16,16.65,16,16,304100
09/18/15,16.3,16.8,16.1,16.3,3700
09/17/15,16.6,16.8,15.2,16.6,900
09/16/15,16.7,16.95,16,16.7,17200
09/15/15,15.55,16,14.9,15.55,15800
