Date, Open, High, Low, Close, Volume
05/23/22,21,21,20.8,20.9,200
05/20/22,21,21,21,21,100
05/19/22,21,21,20.5,20.8,800
05/18/22,20.5,21,20.5,20.7,7700
05/17/22,20.8,20.8,20.5,20.55,3100
05/16/22,20.75,21,20.75,20.8,600
05/13/22,21,21,20.7,20.75,11300
05/12/2022,20.5,21.55,20.5,21.05,4000
05/11/2022,20.7,20.7,20,20.25,300
05/09/2022,19.2,20.5,19.2,19.25,2000
05/05/2022,19.2,21,19.2,20.85,1100
05/04/2022,19.5,21.1,19.5,19.65,1100
04/28/22,21,21.2,21,21.1,1300
04/26/22,20.5,21.4,20.5,21.2,5100
04/25/22,20.5,20.5,20.5,20.5,500
04/21/22,21,21,21,21,300
04/20/22,21,21,21,21,100
04/19/22,20,20,19.5,19.5,3800
04/14/22,19.5,19.5,19.15,19.35,5300
04/13/22,20.3,20.3,19,19.65,600
04/08/2022,18.6,18.6,18.6,18.6,3000
04/07/2022,18.6,18.6,18.6,18.6,1000
04/06/2022,18.6,18.9,18.6,18.75,200
04/05/2022,18.5,18.9,18.5,18.6,23100
04/01/2022,18.6,18.6,18.6,18.6,1500
03/31/22,19,19,18.6,18.65,1400
03/30/22,18.6,18.6,18.6,18.6,3000
03/29/22,18.5,18.5,18.5,18.5,200
03/28/22,18.2,18.6,18.2,18.45,1100
03/25/22,18.6,18.6,18.6,18.6,4900
03/24/22,19.05,19.05,18.3,18.35,1100
03/23/22,19.65,20,18.2,19.05,2200
03/22/22,18.5,18.5,17.9,18.2,200
03/21/22,17.9,19.5,17.9,19.25,1200
03/18/22,17.9,17.9,17.9,17.9,300
03/17/22,18.3,19.7,17.9,18.45,2200
03/15/22,19.7,19.7,19.7,19.7,400
03/14/22,19,19.75,19,19.25,2100
03/11/2022,19.75,19.75,19.75,19.75,1900
03/10/2022,18.25,20.05,18,18,72500
03/09/2022,18.3,18.3,18.3,18.3,100
03/08/2022,18.3,18.3,18,18.25,1400
03/07/2022,18.3,18.3,18.3,18.3,600
03/04/2022,18.3,18.3,18,18.1,47200
03/03/2022,18.3,18.3,18.3,18.3,5100
03/02/2022,19,19,18.3,18.6,500
03/01/2022,19,19,19,19,16000
02/28/22,20.1,20.1,19,20.05,10500
02/25/22,20.1,20.1,20,20.1,12700
02/24/22,20.1,21,20,20.05,40200
02/23/22,22.1,22.1,20,21.4,600
02/22/22,21.9,22.2,20.1,21.7,6800
02/21/22,20.95,22.3,20.1,20.2,21100
02/18/22,20.95,22.3,20.95,21.4,300
02/17/22,21.5,21.85,21,21.5,1200
02/16/22,20,22.3,20,20.95,900
02/15/22,21,21,20.1,20.85,6300
02/14/22,20.1,22.3,20.1,20.8,700
02/11/2022,22.3,22.3,22.3,22.3,300
02/10/2022,21,21,20.1,20.95,10600
02/09/2022,21.1,21.1,21,21,900
02/08/2022,21,22.5,20.5,21.1,17700
02/07/2022,21,21,21,21,2800
02/04/2022,21,21,21,21,200
02/03/2022,21,21,21,21,5200
02/02/2022,21,21,21,21,100
02/01/2022,21,21,21,21,200
01/28/22,21,21.95,21,21,10100
01/27/22,21,21.5,21,21.1,1300
01/25/22,21.85,21.85,20,21,6700
01/24/22,21,21.85,21,21.1,4300
01/21/22,21.5,21.5,20.05,20.95,1100
01/20/22,20,21.5,20,20.35,1000
01/19/22,20.25,21,20,20.05,7600
01/18/22,21.85,21.85,20,20.55,4800
01/17/22,21.05,22.45,21.05,21.85,5100
01/14/22,22,22.3,20.55,21.05,86100
01/13/22,22.2,22.2,22.2,22.2,1200
01/12/2022,21,22.5,21,22.2,14600
01/11/2022,20.55,20.55,20.55,20.55,1100
01/10/2022,20.55,20.55,20.55,20.55,1600
01/07/2022,21,21.85,21,21.25,1100
01/06/2022,20.55,21,20,20.25,2600
01/05/2022,18.7,20,18.7,19.95,2100
12/30/21,18.7,18.7,18.7,18.7,100
12/29/21,20.75,20.75,20.75,20.75,2000
12/28/21,21.9,21.9,21.9,21.9,100
12/24/21,21.95,21.95,21.5,21.9,23400
12/23/21,21.95,21.95,21.95,21.95,100
12/22/21,21.95,21.95,20.75,21.85,6000
12/21/21,21.95,21.95,21.95,21.95,3500
12/17/21,21,21,19.5,20.3,1400
12/16/21,20.6,20.6,20.5,20.55,200
12/15/21,21,22.6,20,22.4,5600
12/14/21,20.6,21.8,20,20.6,2500
12/10/2021,20.6,20.6,20.6,20.6,3000
12/09/2021,19,19,18.4,18.85,1300
12/07/2021,18.3,18.4,18.3,18.4,2900
12/06/2021,19,19,18.4,18.4,3900
12/03/2021,19,19,19,19,2000
12/02/2021,19,19,19,19,14800
12/01/2021,19,19,18.3,19,54700
11/29/21,18.2,18.2,18.2,18.2,100
11/26/21,18.1,18.1,18.1,18.1,500
11/22/21,18,18,18,18,2200
11/19/21,19,19,18,18.65,300
11/17/21,18,18,18,18,2200
11/16/21,18.25,18.25,18.25,18.25,200
11/15/21,19.3,19.3,18,18.25,1100
11/12/2021,18,19.9,18,18.1,2400
11/11/2021,18,19.3,18,18.45,300
11/10/2021,19,19,19,19,15300
11/09/2021,19.9,19.9,19,19,11600
11/08/2021,19.1,20,19.1,19.9,10000
11/05/2021,20,20,19.5,19.65,700
11/03/2021,20,20,20,20,100
11/02/2021,19.75,19.75,19,19.05,2200
11/01/2021,20,20,20,20,8200
10/29/21,20,20,19,19.95,8300
10/28/21,19.8,20,19.8,20,3100
10/27/21,19.8,19.8,19,19.5,500
10/26/21,19,19,19,19,1100
10/25/21,20,20.45,19,19.8,1600
10/22/21,21,21,21,21,2000
10/21/21,21,21,20,20.25,400
10/19/21,20,21.5,19.1,21.5,9924000
10/18/21,20,20,20,20,300
10/15/21,20,20,19,19.05,22300
10/14/21,20,20,19,19.1,7300
10/13/21,19.5,19.5,19,19.15,1100
10/12/2021,20,20,19,19.85,1700
10/08/2021,19,19,19,19,3100
10/07/2021,19.1,19.1,19.1,19.1,1900
10/06/2021,19.1,19.1,19.1,19.1,1100
10/05/2021,19.95,19.95,19.95,19.95,600
10/04/2021,20,20,18.6,19.1,1400
10/01/2021,20,20.2,20,20,20300
09/30/21,20,20,20,20,31200
09/29/21,20.25,20.25,20,20.05,1700
09/28/21,20.25,20.25,20,20.2,13900
09/27/21,20.25,20.25,20,20.25,1100
09/24/21,21.2,21.2,20,20.1,1400
09/23/21,20,20,20,20,4200
09/22/21,19.9,19.95,19.9,19.95,8500
09/21/21,19.95,19.95,19.9,19.9,1000
09/20/21,20.7,20.7,19.6,19.65,20300
09/17/21,20.15,20.15,20,20.15,4200
09/16/21,20.7,20.7,20.15,20.3,400
09/15/21,21.25,21.25,20.3,20.35,46200
09/14/21,20.4,21.4,20.4,20.75,16900
09/13/21,20.3,20.5,20.3,20.45,3200
09/10/2021,19.5,20.3,19.5,20.15,6000
09/09/2021,19.5,19.5,19.5,19.5,400
09/08/2021,19,19,18.7,18.8,300
09/07/2021,18.7,19,18.7,18.7,11100
09/06/2021,18.7,18.7,18.7,18.7,100
09/03/2021,18.7,18.7,18.7,18.7,1000
09/01/2021,18.5,18.5,18.5,18.5,1700
08/31/21,18.65,19,18.65,18.7,1300
08/30/21,19.95,19.95,19,19.85,1100
08/27/21,18.5,19,18.5,18.65,1800
08/26/21,19,19,19,19,1200
08/25/21,19.95,20,19,19.85,6900
08/24/21,20,20,20,20,1300
08/23/21,19.95,19.95,19.95,19.95,1000
08/20/21,20,20,20,20,1000
08/19/21,19.7,19.7,19.7,19.7,1000
08/18/21,19,19,19,19,200
08/17/21,19,19.95,19,19.9,1700
08/16/21,19.75,19.95,19,19.7,2400
08/13/21,20,20,19,19.3,2700
08/12/2021,19.95,20,19.75,19.95,3500
08/11/2021,19.9,19.9,19.5,19.8,400
08/10/2021,19.9,20,19.9,19.95,3400
08/09/2021,19.5,19.5,19.5,19.5,100
08/06/2021,20,20,20,20,1000
08/05/2021,19.95,20,19.95,20,4300
08/04/2021,19.95,19.95,19.95,19.95,100
08/03/2021,19.95,19.95,19.95,19.95,500
08/02/2021,19.2,19.5,19.2,19.45,400
07/30/21,19.2,19.2,19.2,19.2,300
07/29/21,19.5,19.5,19.5,19.5,100
07/28/21,19.2,19.2,19.2,19.2,100
07/27/21,19.95,19.95,19.95,19.95,300
07/26/21,19.5,19.5,19.2,19.5,27100
07/23/21,19.15,19.95,19.15,19.45,4800
07/22/21,19.95,19.95,19.95,19.95,1000
07/21/21,19.15,19.15,19.15,19.15,100
07/19/21,19,19.95,19,19.2,1300
07/16/21,19,19,19,19,2800
07/14/21,19,20,19,19.3,4700
07/13/21,19,19,19,19,10000
07/12/2021,18.95,19,18.95,19,11000
07/09/2021,19,19.5,18.3,18.95,12700
07/08/2021,18.95,18.95,18.95,18.95,1900
07/06/2021,18.05,18.95,18.05,18.3,400
07/05/2021,18.05,18.05,18.05,18.05,400
07/02/2021,18.7,18.8,18.1,18.7,24500
07/01/2021,18,18.8,18,18.15,2300
06/30/21,18,18.95,18,18.05,2400
06/29/21,18,18,18,18,8900
06/25/21,18.5,18.5,18.45,18.5,500
06/24/21,18.5,18.5,18.5,18.5,200
06/23/21,18.65,18.65,18.65,18.65,100
06/22/21,18.6,18.7,18,18.65,5700
06/21/21,18.5,18.6,18.5,18.6,600
06/18/21,16.8,18,16.8,17.1,11300
06/17/21,18,18,16.8,18,18200
06/16/21,18,18,18,18,900
06/15/21,18,18,18,18,600
06/14/21,16.95,16.95,16.8,16.85,400
06/10/2021,17,17,16.9,16.95,5000
06/09/2021,16.75,17,16.75,16.9,900
06/08/2021,18,18,18,18,66000
06/07/2021,18,18,18,18,1000
06/04/2021,18.25,18.25,18.25,18.25,300
06/03/2021,18.5,18.7,18.5,18.65,400
06/02/2021,18.9,18.9,18.9,18.9,1000
05/31/21,18.5,18.5,18.5,18.5,1500
05/27/21,18.3,18.3,18.2,18.25,1600
05/26/21,18.5,18.5,18.3,18.35,600
05/24/21,18.4,18.8,18.2,18.4,3600
05/21/21,18.8,18.8,18.5,18.55,1300
05/19/21,18.2,18.8,18.2,18.4,3000
05/18/21,18.8,18.8,18.6,18.7,200
05/17/21,18.8,18.8,18.8,18.8,2100
05/13/21,18.8,18.8,18.8,18.8,500
05/12/2021,18.8,18.8,18.8,18.8,300
05/10/2021,18.85,18.85,18.85,18.85,100
05/07/2021,18.5,18.5,18.5,18.5,700
05/06/2021,18.9,18.9,18.5,18.75,1800
05/05/2021,18.95,18.95,18.95,18.95,1000
05/04/2021,17.2,18.05,17.2,17.65,900
04/30/21,17.35,18.5,17.35,18.05,2000
04/29/21,17.3,17.35,17.3,17.3,6000
04/28/21,17.3,17.3,17.3,17.3,500
04/26/21,17.85,17.85,17.85,17.85,200
04/23/21,18.5,18.5,17.2,17.85,200
04/22/21,17.2,18,17.2,17.3,1900
04/21/21,17.2,17.2,17.2,17.2,1400
04/20/21,18.5,18.5,18,18.25,200
04/19/21,17.2,18.5,17,17.2,7700
04/16/21,19,19,17.1,18.5,3000
04/15/21,18,18.95,18,18.75,5300
04/14/21,17.3,17.3,17.15,17.3,70700
04/12/2021,17.1,17.2,17.1,17.2,1100
04/08/2021,17.2,17.2,17.2,17.2,81900
04/06/2021,17.2,17.2,17.2,17.2,2700
03/31/21,17.2,17.2,17.2,17.2,2000
03/30/21,17.2,17.2,17.2,17.2,1000
03/29/21,17,19,17,18.15,5900
03/26/21,18.6,18.6,18.6,18.6,2500
03/25/21,17.05,17.05,17.05,17.05,1700
03/24/21,17.05,17.05,17,17,6200
03/23/21,17.05,17.05,17,17.05,26600
03/19/21,17,17,17,17,1000
03/18/21,17.95,17.95,17.95,17.95,100
03/17/21,18,18,18,18,100
03/16/21,17,18,17,17.15,8700
03/15/21,17,17.5,17,17.05,11000
03/12/2021,17.5,17.5,17.5,17.5,7000
03/10/2021,18,18,18,18,5100
03/09/2021,18,19.9,16.35,17.05,4100
03/08/2021,18.2,19,18.1,18.15,14700
03/03/2021,18,18,18,18,300
03/01/2021,18.15,18.15,18,18,3200
02/26/21,18,19,18,18.05,5600
02/25/21,19.5,19.5,18,18.15,17100
02/24/21,19.5,19.6,19.5,19.55,6700
02/23/21,18.5,20,18.5,19.45,7000
02/22/21,19.2,19.2,18,18.3,1900
02/19/21,18,18,18,18,1000
02/18/21,18,18,18,18,5700
02/17/21,17.5,18,17.5,17.55,3700
02/16/21,18.5,18.5,17.2,17.3,10800
02/12/2021,18.1,18.5,18.1,18.3,200
02/11/2021,18.1,18.1,18.1,18.1,100
02/10/2021,18,18,16.5,18,1292900
02/09/2021,18,18,16.5,16.55,10400
02/08/2021,17.3,17.9,16,17.1,1300
02/04/2021,16.5,16.5,16.5,16.5,24000
02/03/2021,17,17.85,16.5,17.3,3700
02/02/2021,17,17,16.5,16.65,2500
02/01/2021,17.8,17.8,16.6,17,2900
01/28/21,17.85,17.85,17.85,17.85,100
01/27/21,17,17,16.5,17,252900
01/26/21,17.05,17.05,17,17.05,16500
01/25/21,17,17.5,17,17,10200
01/22/21,17.85,17.85,17,17.05,10700
01/21/21,17.85,17.85,16.6,17.35,1200
01/19/21,17,17,17,17,400
01/18/21,18,18,17.5,17.95,6400
01/15/21,17.8,17.8,17.8,17.8,3900
01/14/21,17.05,19.8,17,19.55,32800
01/13/21,18.95,19,17.85,18.8,2100
01/12/2021,19.8,19.8,19.8,19.8,100
01/11/2021,19.85,19.85,19.85,19.85,900
01/08/2021,19,19,19,19,200
01/06/2021,19.5,19.5,18.9,18.95,10500
01/05/2021,19.5,19.5,19.5,19.5,100
12/31/20,19.4,19.5,19.4,19.5,5100
12/29/20,18.75,18.75,18.75,18.75,100
12/28/20,17.2,17.2,17.1,17.1,2100
12/24/20,17.6,19.3,17.6,17.9,600
12/23/20,17.6,17.6,17.6,17.6,1000
12/22/20,17.5,17.5,17.5,17.5,2500
12/21/20,17.3,18.65,17.1,17.5,6800
12/18/20,17.35,17.35,17.35,17.35,10000
12/17/20,17.5,18.65,17.3,17.9,500
12/16/20,17.3,17.3,17.3,17.3,100
12/15/20,18.65,18.65,17.3,17.55,1000
12/14/20,17.2,17.2,17,17,851700
12/11/2020,17.1,17.1,17.1,17.1,100
12/10/2020,17.1,17.1,17,17.05,600
12/09/2020,17.5,17.5,17.5,17.5,2800
12/08/2020,18,18,18,18,700
12/07/2020,17.5,17.5,17.5,17.5,300
12/03/2020,17.3,17.3,17,17.05,600
12/02/2020,17,17,17,17,3700
12/01/2020,17.3,17.3,17,17.3,3900
11/30/20,17.1,17.3,17.1,17.25,1200
11/26/20,17.1,17.3,17,17.05,22500
11/24/20,17.1,17.1,17.1,17.1,1000
11/20/20,17.1,17.1,17.1,17.1,100
11/19/20,17.3,17.3,17.3,17.3,100
11/18/20,17.65,17.65,17.3,17.6,500
11/17/20,17,17.65,17,17.35,200
11/16/20,17.65,18,17.65,17.65,378100
11/13/20,17.65,17.65,17.65,17.65,100
11/12/2020,18,18,18,18,200
11/11/2020,18.2,18.2,18,18,100800
11/10/2020,18.2,18.2,18.2,18.2,300
11/09/2020,18.2,18.2,18.2,18.2,100
11/06/2020,18.2,18.2,18.2,18.2,100
11/04/2020,18,18,18,18,300
10/30/20,20,20,20,20,100
10/29/20,19.6,20,19.6,19.6,5300
10/28/20,19,19,19,19,100
10/27/20,19.6,19.6,19,19.6,8300
10/26/20,19,19.6,19,19.15,400
10/23/20,19,19,19,19,1200
10/21/20,19,19,19,19,100
10/16/20,19,19,19,19,14100
10/15/20,19,19,19,19,14600
10/14/20,19,19,19,19,300
10/13/20,19,19,19,19,100
10/12/2020,19,19,19,19,400
10/09/2020,19,19,19,19,100
10/07/2020,19,19.5,19,19,10100
10/06/2020,19,19,19,19,360000
10/05/2020,17.6,17.6,17.6,17.6,500
10/02/2020,20,20,17.55,18.3,19600
10/01/2020,19.5,19.5,19.5,19.5,1300
09/30/20,19.95,20,19.95,20,2300
09/24/20,20,20,20,20,200
09/23/20,19,19,19,19,300
09/22/20,19,19.75,19,19.45,1100
09/21/20,19.5,19.5,19.5,19.5,200
09/17/20,20,20,19.5,19.75,1000
09/16/20,19.5,19.5,19.5,19.5,300
09/15/20,19.1,19.15,19.1,19.15,2200
09/14/20,19.1,19.1,19.1,19.1,100
09/11/2020,19,20,19,19.15,900
09/10/2020,19.5,19.5,19.5,19.5,6000
09/08/2020,18,20,18,19.35,30700
09/07/2020,20,20,18,19.6,500
09/04/2020,20,20,20,20,39200
09/02/2020,20,20,20,20,200
08/31/20,20,20,20,20,100
08/28/20,20,20,17.9,19.95,19100
08/27/20,19.65,20,17.8,19.85,10800
08/25/20,19.25,20,19.25,19.65,200
08/24/20,19,19,19,19,1100
08/21/20,18.5,18.65,18.5,18.55,700
08/20/20,19,19,18.5,19,21600
08/18/20,18.65,18.65,18.65,18.65,3300
08/17/20,17,17,17,17,100
08/14/20,17,17,17,17,2000
08/13/20,17,17,17,17,2100
08/12/2020,17,17,17,17,800
08/11/2020,17,17,16.9,16.95,3100
08/10/2020,17,17,16.9,16.95,400
08/07/2020,17,17,17,17,1000
08/05/2020,16.9,16.9,16.9,16.9,8100
08/03/2020,17,17,16.8,16.8,3000
07/29/20,17,18,16.85,17.1,600
07/28/20,16.8,16.8,16.8,16.8,4100
07/27/20,17.4,17.8,16.8,17.4,2000
07/24/20,18,18,16.8,17.15,500
07/23/20,17.4,17.4,17.4,17.4,400
07/22/20,17.5,18,17.5,17.85,300
07/21/20,17.7,17.7,16.4,17.4,2000
07/20/20,17.7,17.7,16.4,17.4,400
07/16/20,16.3,16.3,16.3,16.3,200
07/15/20,16.25,16.25,16.2,16.2,1000
07/14/20,16.1,17.5,16.1,16.25,4700
07/13/20,16.1,16.1,16.1,16.1,3800
07/10/2020,16.1,16.1,16,16.1,600
07/09/2020,16.1,16.1,16.1,16.1,300
07/08/2020,16,16,16,16,7000
07/07/2020,17,17.55,17,17.1,6100
07/03/2020,18.75,18.75,16.1,17.65,400
06/30/20,18.5,18.5,17.5,17.8,2900
06/29/20,17.3,18.2,17.3,17.55,3600
06/26/20,17.75,17.9,17.3,17.75,2900
06/24/20,17.65,17.7,16.5,17.3,300
06/23/20,17,17.8,17,17.65,500
06/22/20,16.5,16.5,16.5,16.5,300
06/19/20,16.5,16.5,15.9,16.25,3500
06/18/20,16,16,16,16,800
06/17/20,17,17,16,16.15,600
06/16/20,15.9,15.9,15.9,15.9,100
06/15/20,16,17.05,16,16.55,400
06/12/2020,16.5,16.5,16.5,16.5,400
06/11/2020,16.95,17,16.5,16.95,29600
06/10/2020,16.5,16.5,16.5,16.5,400
06/09/2020,16.9,16.95,16.9,16.95,1200
06/08/2020,15.9,16.95,15.9,16.5,900
06/05/2020,16.9,16.9,16.9,16.9,9000
06/03/2020,15.5,15.5,15.5,15.5,100
06/02/2020,16.5,16.5,15.1,15.65,1300
05/29/20,16.75,16.75,16.75,16.75,2000000
05/28/20,16.9,16.9,16.5,16.7,600
05/26/20,16.95,16.95,16.5,16.65,3100
05/22/20,17,17,16.25,16.5,1000
05/21/20,16,16,16,16,70000
05/20/20,16,16,16,16,20000
05/19/20,16,16.5,14.8,16.05,12100
05/18/20,16,16,14.85,16,9500
05/14/20,14.85,14.85,14.85,14.85,5100
05/13/20,16.35,16.65,16,16.2,3000
05/12/2020,16.35,16.5,16.35,16.35,9200
05/11/2020,16.5,16.5,16.5,16.5,100
05/08/2020,16.5,16.5,16.35,16.5,17600
05/07/2020,16.5,16.5,16.5,16.5,5400
05/06/2020,16.5,16.5,15.5,16,400
05/05/2020,16.5,16.5,16.5,16.5,1000
04/30/20,15.5,16.5,15.5,16.1,16100
04/29/20,15.7,15.7,15,15.5,10100
04/28/20,15.5,15.5,15.5,15.5,2700
04/27/20,17.5,17.5,15.5,15.9,2500
04/24/20,17,17,17,17,200
04/23/20,17,17,17,17,400
04/20/20,16.1,16.5,16.1,16.5,24200
04/16/20,16.4,16.4,16.1,16.1,9400
04/15/20,16.4,16.4,16.4,16.4,500
04/14/20,16,16,16,16,200
04/09/2020,16.5,16.5,16.5,16.5,400
04/08/2020,16.5,16.5,16.5,16.5,100
04/07/2020,16.5,16.5,16.3,16.3,1900
04/06/2020,16.5,16.5,16.5,16.5,1300
04/03/2020,16.5,16.5,16.5,16.5,100
03/31/20,16.5,16.5,16.5,16.5,1200
03/30/20,15,16,15,15.5,1400
03/27/20,15.5,15.5,15.5,15.5,100
03/24/20,16.5,16.5,16.5,16.5,200
03/23/20,16.5,16.5,16.5,16.5,1500
03/20/20,16.3,16.5,16,16.3,2700
03/19/20,16.1,16.5,16.1,16.5,5000
03/17/20,15.3,16.5,14.8,16.1,3300
03/16/20,15.3,15.3,15.3,15.3,6700
03/13/20,16.5,16.5,15.3,16.5,10100
03/12/2020,15.3,15.7,15,15.3,700
03/11/2020,15.7,16,15,15.7,1300
03/10/2020,15.75,15.75,15.7,15.75,14500
03/09/2020,16,16,16,16,1000
03/06/2020,15.8,16.2,15.15,15.8,1700
03/05/2020,16.15,16.5,15.2,16.15,700
03/04/2020,16.75,17.2,16.5,16.75,900
03/03/2020,17.4,17.5,17,17.4,2800
03/02/2020,16.95,17,16.1,16.95,3800
02/28/20,16.25,16.5,16.25,16.25,5700
02/27/20,17,17,17,17,100
02/25/20,16.3,16.3,16.3,16.3,97500
02/24/20,16.5,16.5,16.5,16.5,2700
02/21/20,16.45,16.5,16.25,16.45,5100
02/20/20,16.5,16.5,16.5,16.5,700
02/19/20,17.25,17.5,17,17.25,400
02/18/20,17.3,17.7,17,17.3,500
02/17/20,17.55,17.7,17,17.55,500
02/14/20,16.1,17.9,16,16.1,13200
02/13/20,16.5,16.5,16.5,16.5,1500
02/12/2020,16.05,16.5,16,16.05,5300
02/10/2020,17.2,17.2,17.2,17.2,300
02/07/2020,16.5,17.2,16.05,16.5,1200
02/06/2020,17.25,17.45,17.2,17.25,700
02/05/2020,17.3,17.45,17.2,17.3,200
02/04/2020,17.45,17.5,17.2,17.45,2600
02/03/2020,17.5,17.9,17.5,17.5,6300
01/30/20,18.4,18.45,17.9,18.4,2300
01/28/20,17.8,18,17.5,17.8,500
01/27/20,18,18,17.8,18,4100
01/23/20,18,18,18,18,200
01/22/20,18,18,18,18,700
01/21/20,18,18.3,17.8,18,800
01/20/20,17.8,17.8,17.8,17.8,7500
01/17/20,17.85,18.3,17.8,17.85,3200
01/16/20,18.45,18.5,18,18.45,13900
01/15/20,17.7,18,17.65,17.7,500
01/14/20,17.65,18,17.2,17.65,1300
01/13/20,17.35,17.35,17.35,17.35,900
01/10/2020,17.3,17.35,17.2,17.3,2900
01/09/2020,17.1,17.3,16.55,17.1,5100
01/08/2020,16.55,16.55,16.55,16.55,100
01/07/2020,17.35,17.75,16.55,17.35,300
01/06/2020,16.25,16.5,16.15,16.25,2000
01/03/2020,17.15,17.5,16.9,17.15,1200
01/02/2020,16.15,16.15,16.15,16.15,300
12/31/19,16.9,16.9,16.9,16.9,300
12/30/19,16.9,16.9,16.9,16.9,100
12/27/19,17.7,18,17.4,17.7,400
12/24/19,18,18,18,18,200
12/23/19,17.5,17.5,17.4,17.5,600
12/20/19,17.05,17.5,17,17.05,1400
12/19/19,17.1,17.5,17,17.1,1800
12/18/19,17.5,17.5,17.5,17.5,1000
12/17/19,17.25,17.5,17,17.25,400
12/16/19,17,17,17,17,400
12/13/19,16.15,17,16,16.15,2300
12/11/2019,17.2,17.4,17,17.2,400
12/10/2019,17.05,17.1,17,17.05,7900
12/09/2019,17.1,17.1,17.1,17.1,300
12/06/2019,17.1,18,17,17.1,29400
12/05/2019,17,17.1,17,17,34300
12/04/2019,17.15,17.15,17.15,17.15,3600
12/03/2019,17,18,16.5,17,1800
12/02/2019,16.85,17,16.5,16.85,300
11/29/19,17.85,18.35,17,17.85,2000
11/28/19,18,18,18,18,100
11/26/19,18,18,18,18,400
11/25/19,17.2,18.35,16.8,17.2,400
11/22/19,16.9,16.9,16.9,16.9,1900
